State,City,Zipcode,Store Number,URL,mintemp_f,maxtemp_f,avgtemp_f,totalprecip_in,avghumidity,condition,icon,DMA
Connecticut,Waterford,06385,6215,https://www.homedepot.com/l/Waterford/CT/Waterford/06385/6215,63.0,72.0,69.4,0.0,74.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Connecticut,Windham,06256,6230,https://www.homedepot.com/l/Windham/CT/North-Windham/06256/6230,61.3,78.8,73.3,0.0,71.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Delaware,Brandywine,19703,1602,https://www.homedepot.com/l/Brandywine/DE/Claymont/19703/1602,68.0,81.3,77.0,0.0,76.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Delaware,Christiana,19713,1601,https://www.homedepot.com/l/Christiana/DE/Newark/19713/1601,68.4,81.1,76.9,0.01,79.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Delaware,"Dover,DE",19901,1608,https://www.homedepot.com/l/Dover-DE/DE/Dover/19901/1608,70.9,78.1,76.1,0.02,83.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Delaware,Glasgow,19702,1603,https://www.homedepot.com/l/Glasgow/DE/Newark/19702/1603,68.4,81.1,76.9,0.01,79.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Delaware,"Middletown,DE",19709,6843,https://www.homedepot.com/l/Middletown-DE/DE/Middletown/19709/6843,66.9,79.9,76.3,0.01,85.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Delaware,New Castle,19720,1605,https://www.homedepot.com/l/New-Castle/DE/New-Castle/19720/1605,68.2,80.8,77.2,0.0,79.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Delaware,"Newark,DE",19711,1610,https://www.homedepot.com/l/Newark-DE/DE/Newark/19711/1610,68.4,81.1,76.9,0.01,79.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Delaware,Rehoboth Beach,19958,1604,https://www.homedepot.com/l/Rehoboth-Beach/DE/Lewes/19958/1604,72.3,76.8,75.7,0.0,83.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Delaware,"Wilmington,DE",19802,8440,https://www.homedepot.com/l/Wilmington-DE/DE/Wilmington/19802/8440,68.0,81.3,77.0,0.0,76.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Dist of Columbia,Ne Washington DC,20018,2583,https://www.homedepot.com/l/Ne-Washington-DC/DC/Washington/20018/2583,73.4,87.4,82.9,0.01,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,Territories
Florida,Alafaya Trail,32828,6331,https://www.homedepot.com/l/Alafaya-Trail/FL/Orlando/32828/6331,77.7,93.7,88.3,0.03,65.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Apopka,32712,8926,https://www.homedepot.com/l/Apopka/FL/Apopka/32712/8926,76.6,94.1,88.5,0.21,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Atlantic And Girvin,32225,6365,https://www.homedepot.com/l/Atlantic-And-Girvin/FL/Jacksonville/32225/6365,81.3,90.9,88.3,0.0,63.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Boca Raton,33434,204,https://www.homedepot.com/l/Boca-Raton/FL/Boca-Raton/33434/204,84.0,88.5,87.0,0.02,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Bonita Springs,34135,6373,https://www.homedepot.com/l/Bonita-Springs/FL/Bonita-Springs/34135/6373,76.6,93.0,87.7,0.06,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Boynton Beach,33426,224,https://www.homedepot.com/l/Boynton-Beach/FL/Boynton-Beach/33426/224,83.1,88.2,86.8,0.02,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Bradenton,34207,244,https://www.homedepot.com/l/Bradenton/FL/Bradenton/34207/244,78.8,90.5,86.0,0.33,68.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Florida,Brandon,33619,243,https://www.homedepot.com/l/Brandon/FL/Tampa/33619/243,78.6,91.8,87.0,0.01,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Bruce B Downs,33647,6311,https://www.homedepot.com/l/Bruce-B-Downs/FL/Tampa/33647/6311,77.5,93.2,87.4,0.01,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Cape Coral,33909,268,https://www.homedepot.com/l/Cape-Coral/FL/Cape-Coral/33909/268,78.6,92.5,87.5,0.1,65.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,SE
Florida,Carrollwood,33618,245,https://www.homedepot.com/l/Carrollwood/FL/Tampa/33618/245,77.9,93.2,87.4,0.01,65.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Casselberry,32707,262,https://www.homedepot.com/l/Casselberry/FL/Casselberry/32707/262,78.4,94.3,89.3,0.0,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Clearwater,33765,6357,https://www.homedepot.com/l/Clearwater/FL/Clearwater/33765/6357,82.6,90.1,87.0,0.12,63.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Clermont,34711,6375,https://www.homedepot.com/l/Clermont/FL/Clermont/34711/6375,75.2,93.6,87.8,0.15,63.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Coconut Creek,33073,6356,https://www.homedepot.com/l/Coconut-Creek/FL/Coconut-Creek/33073/6356,84.6,92.1,89.4,0.0,59.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Coconut Grove,33133,6856,https://www.homedepot.com/l/Coconut-Grove/FL/Miami/33133/6856,84.0,88.9,87.2,0.0,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Coral Springs,33071,284,https://www.homedepot.com/l/Coral-Springs/FL/Coral-Springs/33071/284,84.0,93.2,90.1,0.01,58.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Crystal River,34429,6332,https://www.homedepot.com/l/Crystal-River/FL/Crystal-River/34429/6332,77.5,93.4,86.8,0.14,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Cutler Ridge,33157,207,https://www.homedepot.com/l/Cutler-Ridge/FL/Miami/33157/207,82.9,90.7,88.3,0.14,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Davie,33324,222,https://www.homedepot.com/l/Davie/FL/Davie/33324/222,84.9,91.8,89.4,0.0,59.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Davie II,33328,6341,https://www.homedepot.com/l/Davie-II/FL/Davie/33328/6341,84.7,91.2,88.9,0.0,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Daytona Beach,32114,233,https://www.homedepot.com/l/Daytona-Beach/FL/Daytona-Beach/32114/233,79.5,88.2,85.6,0.08,67.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,SE
Florida,Deerfield Beach,33442,218,https://www.homedepot.com/l/Deerfield-Beach/FL/Deerfield-Beach/33442/218,84.2,88.5,87.0,0.01,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Deerwood,33177,6976,https://www.homedepot.com/l/Deerwood/FL/Miami/33177/6976,82.9,90.7,88.3,0.14,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Destin,32541,6377,https://www.homedepot.com/l/Destin/FL/Destin/32541/6377,80.2,87.1,85.1,0.05,73.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,SE
Florida,Dixie Hwy,33156,6306,https://www.homedepot.com/l/Dixie-Hwy/FL/Pinecrest/33156/6306,84.0,88.9,87.2,0.0,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Doral,33182,3331,https://www.homedepot.com/l/Doral/FL/Miami/33182/3331,83.8,90.5,88.3,0.09,64.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,E Bradenton,34201,6319,https://www.homedepot.com/l/E-Bradenton/FL/University-Park/34201/6319,78.8,90.5,86.0,0.33,68.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Florida,E Colonial,32807,266,https://www.homedepot.com/l/E-Colonial/FL/Orlando/32807/266,79.2,94.6,89.4,0.02,61.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,E Delray Beach,33444,6315,https://www.homedepot.com/l/E-Delray-Beach/FL/Delray-Beach/33444/6315,83.3,88.2,86.8,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,E Fort Lauderdale,33304,6372,https://www.homedepot.com/l/E-Fort-Lauderdale/FL/Fort-Lauderdale/33304/6372,84.6,88.2,86.8,0.02,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,E Hialeah,33010,6378,https://www.homedepot.com/l/E-Hialeah/FL/Hialeah/33010/6378,84.4,90.0,88.2,0.0,63.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,E Palm Beach Lakes,33401,6320,https://www.homedepot.com/l/E-Palm-Beach-Lakes/FL/West-Palm-Beach/33401/6320,82.9,87.3,86.1,0.02,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,East Brandon,33511,6305,https://www.homedepot.com/l/East-Brandon/FL/Brandon/33511/6305,77.2,92.7,87.0,0.01,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,East Port Richey,34654,6865,https://www.homedepot.com/l/East-Port-Richey/FL/New-Port-Richey/34654/6865,78.3,91.4,86.3,0.03,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Englewood,33981,1855,https://www.homedepot.com/l/Englewood/FL/Port-Charlotte/33981/1855,78.6,90.0,86.0,0.3,68.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,SE
Florida,Flagler II,33144,6343,https://www.homedepot.com/l/Flagler-II/FL/Miami/33144/6343,84.0,88.9,87.2,0.0,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Fleming Island,32003,6369,https://www.homedepot.com/l/Fleming-Island/FL/Orange-Park/32003/6369,80.8,94.6,90.8,0.0,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Florida City,33034,6355,https://www.homedepot.com/l/Florida-City/FL/Florida-City/33034/6355,81.1,89.6,86.9,0.11,72.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Forest City,32714,263,https://www.homedepot.com/l/Forest-City/FL/Altamonte-Springs/32714/263,78.4,94.3,89.3,0.0,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Ft Myers,33912,276,https://www.homedepot.com/l/Ft-Myers/FL/Fort-Myers/33912/276,76.6,93.0,87.7,0.06,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Ft Myers East,33905,8444,https://www.homedepot.com/l/Ft-Myers-East/FL/Fort-Myers/33905/8444,77.5,92.7,87.5,0.22,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Ft Pierce,34947,283,https://www.homedepot.com/l/Ft-Pierce/FL/Fort-Pierce/34947/283,78.8,86.7,84.8,0.25,75.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Florida,Ft Walton,32548,6301,https://www.homedepot.com/l/Ft-Walton/FL/Fort-Walton-Beach/32548/6301,80.1,88.2,85.8,0.05,72.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,SE
Florida,Gainesville,32607,270,https://www.homedepot.com/l/Gainesville/FL/Gainesville/32607/270,75.7,96.1,88.6,0.21,62.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Gainesville Ne,32609,1854,https://www.homedepot.com/l/Gainesville-Ne/FL/Gainesville/32609/1854,74.5,95.7,89.0,0.33,63.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Gandy Blvd,33611,6327,https://www.homedepot.com/l/Gandy-Blvd/FL/Tampa/33611/6327,80.4,91.2,87.1,0.04,65.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Hialeah,33012,202,https://www.homedepot.com/l/Hialeah/FL/Hialeah/33012/202,84.6,90.3,88.4,0.03,62.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Hialeah Gardens,33018,6872,https://www.homedepot.com/l/Hialeah-Gardens/FL/Hialeah-Gardens/33018/6872,84.6,90.7,88.7,0.02,61.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Hillsborough,33615,6361,https://www.homedepot.com/l/Hillsborough/FL/Tampa/33615/6361,80.1,92.5,87.8,0.03,62.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Holiday,34691,288,https://www.homedepot.com/l/Holiday/FL/Holiday/34691/288,81.0,91.8,87.3,0.08,64.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Hollywood,33023,285,https://www.homedepot.com/l/Hollywood/FL/West-Park/33023/285,84.6,90.3,88.3,0.0,61.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Jacksonville (lane Ave),32205,6346,https://www.homedepot.com/l/Jacksonville-lane-Ave/FL/Jacksonville/32205/6346,80.8,94.1,90.1,0.02,59.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Jacksonville Beach,32250,6974,https://www.homedepot.com/l/Jacksonville-Beach/FL/Jacksonville-Beach/32250/6974,80.2,89.1,86.6,0.0,64.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Jacksonville W (oakleaf),32222,6890,https://www.homedepot.com/l/Jacksonville-W-oakleaf/FL/Jacksonville/32222/6890,79.7,95.7,91.4,0.0,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Jensen Beach,34957,221,https://www.homedepot.com/l/Jensen-Beach/FL/Jensen-Beach/34957/221,79.5,86.5,84.8,0.11,75.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Jupiter,33458,274,https://www.homedepot.com/l/Jupiter/FL/Jupiter/33458/274,81.9,86.4,85.1,0.13,73.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Kendall,33186,210,https://www.homedepot.com/l/Kendall/FL/Miami/33186/210,82.9,90.7,88.3,0.14,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Key West,33040,6313,https://www.homedepot.com/l/Key-West/FL/Key-West/33040/6313,85.1,85.5,85.3,0.54,70.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Florida,Kissimmee,34741,265,https://www.homedepot.com/l/Kissimmee/FL/Kissimmee/34741/265,76.8,92.7,87.4,0.0,69.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Lady Lake,32159,8447,https://www.homedepot.com/l/Lady-Lake/FL/Lady-Lake/32159/8447,74.7,93.2,87.2,0.0,64.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Lake City,32025,6864,https://www.homedepot.com/l/Lake-City/FL/Lake-City/32025/6864,75.7,96.8,89.6,0.09,63.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Lake Mary,32746,264,https://www.homedepot.com/l/Lake-Mary/FL/Lake-Mary/32746/264,78.4,94.3,89.3,0.0,60.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Lake Park,33403,220,https://www.homedepot.com/l/Lake-Park/FL/Lake-Park/33403/220,82.9,87.3,86.1,0.02,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Florida,Lake Wales,33859,203,https://www.homedepot.com/l/Lake-Wales/FL/Lake-Wales/33859/203,74.3,89.6,85.5,0.12,74.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,SE
Florida,Lake Worth,33461,205,https://www.homedepot.com/l/Lake-Worth/FL/Lake-Worth/33461/205,82.9,89.2,87.6,0.06,66.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,SE
Florida,Lake Worth II,33467,6316,https://www.homedepot.com/l/Lake-Worth-II/FL/Lake-Worth/33467/6316,82.9,89.2,87.6,0.06,66.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,SE
Florida,Lakeland,33805,248,https://www.homedepot.com/l/Lakeland/FL/Lakeland/33805/248,75.0,92.5,86.7,0.0,68.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,SE
Florida,Largo,33771,6321,https://www.homedepot.com/l/Largo/FL/Largo/33771/6321,82.6,90.1,87.0,0.12,63.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
